age,gender,education,marital_status,employment_status,years_employed,annual_income,credit_score,existing_debt,debt_to_income,num_credit_cards,num_dependents,has_property,approved
45,Male,Masters,Married,Employed,0.0,92102.31,634,14152.61,0.154,1,1,0,0
49,Female,High School,Married,Self-Employed,0.0,28937.23,529,11070.64,0.383,1,0,0,0
38,Male,Bachelors,Divorced,Employed,6.5,66585.54,574,15112.98,0.227,2,1,0,0
66,Male,Bachelors,Single,Employed,8.8,110185.67,760,2758.8,0.025,1,1,0,1
38,Male,Masters,Single,Retired,3.3,76296.51,757,9227.13,0.121,2,1,0,0
22,Female,Masters,Divorced,Employed,0.0,78280.11,762,9139.73,0.117,2,2,0,0
55,Male,Bachelors,Single,Employed,0.0,70290.81,758,5023.32,0.071,1,0,0,1
36,Male,Bachelors,Married,Employed,7.9,64580.03,625,15382.2,0.238,3,0,1,0
61,Female,Masters,Married,Employed,6.6,84634.01,727,12688.02,0.15,0,3,1,1
56,Male,High School,Married,Employed,7.9,42019.86,740,20184.44,0.48,2,1,1,0
53,Female,Bachelors,Single,Retired,13.8,54897.42,573,12167.93,0.222,5,1,1,1
24,Female,Masters,Married,Unemployed,0.0,70606.2,677,19213.31,0.272,1,0,0,0
53,Male,Bachelors,Married,Employed,8.0,65132.76,646,19076.82,0.293,1,0,0,0
34,Female,Bachelors,Married,Employed,17.8,67801.19,490,5050.71,0.074,2,0,0,0
41,Male,Bachelors,Married,Employed,4.6,71815.35,690,0.0,0.0,3,0,1,1
68,Female,Bachelors,Married,Employed,17.9,54455.14,587,18119.52,0.333,1,0,1,1
40,Male,Bachelors,Married,Employed,13.1,74705.41,756,12162.94,0.163,0,0,0,1
28,Female,Bachelors,Married,Retired,4.5,60603.15,586,11127.65,0.184,2,1,0,0
27,Male,Bachelors,Single,Employed,10.0,94297.32,701,5308.11,0.056,4,2,1,1
23,Female,Bachelors,Divorced,Employed,4.9,71367.45,670,10382.91,0.145,6,0,0,0
37,Male,Masters,Single,Employed,0.0,68887.28,504,14102.33,0.205,3,0,1,0
53,Male,High School,Single,Employed,6.0,47941.25,620,11951.52,0.249,2,1,1,0
68,Male,Bachelors,Single,Employed,0.0,42140.72,678,4317.06,0.102,4,1,0,0
32,Male,Bachelors,Married,Employed,7.2,79547.05,756,17254.09,0.217,0,0,1,1
42,Female,Bachelors,Single,Employed,10.0,23805.5,638,8748.97,0.368,2,1,0,0
42,Male,High School,Divorced,Self-Employed,4.9,70493.1,741,12075.1,0.171,0,0,0,0
66,Female,Bachelors,Married,Employed,7.2,87906.49,717,13043.47,0.148,1,0,1,1
50,Female,Masters,Married,Employed,7.1,21387.49,687,20790.38,0.972,4,2,0,0
58,Female,Bachelors,Married,Employed,10.2,90505.62,725,10486.78,0.116,1,1,0,1
58,Male,Masters,Single,Unemployed,0.0,80545.72,640,7686.38,0.095,3,0,0,0
65,Male,PhD,Married,Employed,4.4,89198.96,580,19482.28,0.218,4,1,0,0
28,Female,High School,Divorced,Employed,10.0,26163.69,779,14647.96,0.56,3,0,0,0
47,Male,High School,Single,Employed,6.8,33244.82,710,9836.51,0.296,2,2,0,0
47,Male,PhD,Married,Self-Employed,0.0,79829.64,658,9458.49,0.118,2,2,1,0
54,Female,PhD,Married,Employed,4.2,121321.12,741,0.0,0.0,2,0,0,1
41,Female,High School,Married,Employed,3.4,41019.2,681,7475.18,0.182,6,0,1,0
50,Female,High School,Single,Employed,6.7,68106.46,582,0.0,0.0,7,0,0,1
53,Male,High School,Married,Employed,6.2,47518.79,618,0.0,0.0,2,2,1,1
48,Female,PhD,Single,Employed,0.0,96101.51,792,4424.27,0.046,2,0,0,1
67,Male,High School,Married,Employed,0.0,18572.09,633,0.0,0.0,1,1,0,0
53,Male,Bachelors,Divorced,Unemployed,0.0,22058.6,669,5869.41,0.266,0,0,0,0
25,Female,Masters,Single,Self-Employed,6.3,105861.95,791,9848.36,0.093,4,2,1,1
68,Male,High School,Married,Employed,11.4,46885.55,647,11054.93,0.236,2,1,0,0
39,Male,Bachelors,Single,Employed,0.0,71013.19,576,7344.27,0.103,3,1,0,0
24,Male,High School,Married,Employed,2.6,86127.14,678,267.25,0.003,2,1,0,1
55,Female,Masters,Single,Employed,5.8,77447.48,613,7273.11,0.094,1,1,1,1
69,Female,High School,Married,Unemployed,0.0,26315.08,512,1605.55,0.061,1,2,1,0
37,Female,Bachelors,Married,Retired,6.4,69121.72,731,16420.19,0.238,2,2,0,0
64,Female,Bachelors,Single,Employed,9.2,65246.99,634,7114.23,0.109,1,0,1,1
48,Male,High School,Married,Employed,2.2,56400.14,384,1164.92,0.021,2,2,1,0
50,Male,High School,Divorced,Employed,7.6,69936.33,682,1693.89,0.024,1,2,1,1
49,Male,Bachelors,Single,Self-Employed,5.4,65002.29,681,8041.66,0.124,3,2,1,1
66,Male,High School,Divorced,Self-Employed,0.3,65751.77,833,8348.93,0.127,0,0,0,0
26,Male,Masters,Married,Unemployed,0.0,57683.07,653,6838.83,0.119,3,2,0,0
55,Female,Masters,Divorced,Self-Employed,8.3,99622.78,770,13962.76,0.14,2,1,1,1
61,Male,Bachelors,Divorced,Employed,13.1,73426.54,719,2230.08,0.03,1,1,1,1
57,Male,Bachelors,Single,Self-Employed,14.2,60491.92,602,14021.59,0.232,2,1,0,0
44,Male,Bachelors,Married,Self-Employed,3.2,66484.99,689,7436.28,0.112,3,0,1,1
49,Male,Masters,Married,Employed,2.9,31113.35,625,13175.33,0.423,1,0,1,0
69,Female,Bachelors,Single,Employed,6.2,88875.47,607,4246.55,0.048,0,3,0,0
66,Male,High School,Divorced,Self-Employed,3.3,24907.31,590,12668.71,0.509,2,0,1,0
51,Male,High School,Married,Employed,12.1,28617.65,580,3158.06,0.11,0,1,1,1
55,Female,Bachelors,Single,Self-Employed,6.5,56239.63,652,17884.07,0.318,2,0,0,0
53,Male,Bachelors,Single,Self-Employed,6.3,29140.99,639,7520.1,0.258,2,1,1,0
41,Male,Bachelors,Married,Self-Employed,9.2,74352.33,612,5415.14,0.073,2,0,0,1
52,Male,High School,Single,Self-Employed,6.8,57220.28,634,957.69,0.017,1,1,0,0
43,Female,Bachelors,Single,Employed,7.5,55269.22,483,9011.57,0.163,0,3,1,0
53,Female,High School,Divorced,Self-Employed,7.3,36439.2,552,7108.21,0.195,5,0,1,0
23,Female,High School,Married,Employed,5.3,36132.07,616,0.0,0.0,0,1,1,0
38,Male,Bachelors,Married,Employed,1.5,77295.97,814,3581.97,0.046,4,1,0,1
45,Female,High School,Single,Employed,14.8,18125.48,691,0.0,0.0,1,1,0,0
62,Male,Bachelors,Single,Employed,1.5,56820.02,565,1221.88,0.022,3,1,0,0
51,Male,Bachelors,Married,Employed,14.3,34411.45,787,7262.29,0.211,5,1,1,1
23,Male,Bachelors,Married,Retired,7.7,60374.89,655,10121.61,0.168,3,0,1,0
60,Male,Bachelors,Single,Employed,3.0,58275.55,552,6057.3,0.104,1,0,0,0
66,Male,High School,Single,Employed,8.8,60934.99,648,10829.4,0.178,3,3,0,0
44,Female,High School,Divorced,Employed,9.9,74990.75,751,2248.22,0.03,1,1,1,1
52,Female,Masters,Married,Employed,14.6,105328.54,575,10662.56,0.101,2,2,1,1
67,Male,Bachelors,Married,Self-Employed,0.0,44557.97,554,7536.72,0.169,2,0,1,0
42,Male,Bachelors,Married,Employed,5.3,71189.2,823,6763.95,0.095,4,0,1,1
43,Male,High School,Single,Self-Employed,12.9,72427.88,687,7978.63,0.11,1,0,1,1
22,Male,Bachelors,Single,Self-Employed,9.7,78929.53,622,4404.46,0.056,3,1,0,1
47,Female,Bachelors,Divorced,Employed,8.4,80906.61,655,0.0,0.0,0,0,0,1
62,Male,Bachelors,Single,Unemployed,0.0,9333.53,655,1728.96,0.185,1,2,1,0
22,Female,Bachelors,Married,Employed,5.1,78622.94,646,0.0,0.0,3,1,1,1
46,Male,High School,Married,Employed,0.0,34141.37,763,6632.86,0.194,1,1,1,1
37,Male,High School,Married,Unemployed,0.0,43293.72,655,12096.25,0.279,4,1,0,0
60,Male,Masters,Single,Unemployed,0.0,72856.16,721,16901.83,0.232,4,0,0,0
53,Male,Masters,Married,Employed,7.5,91798.34,678,5232.94,0.057,3,0,1,1
29,Male,High School,Single,Employed,1.8,47787.02,645,7035.33,0.147,3,1,1,1
63,Female,Bachelors,Single,Employed,12.7,91321.83,751,19295.62,0.211,3,3,0,1
68,Male,High School,Married,Employed,10.2,60206.16,737,5583.64,0.093,2,0,1,0
59,Female,High School,Married,Retired,6.7,36430.32,496,4239.78,0.116,1,2,1,0
49,Male,Bachelors,Married,Employed,8.9,46311.78,646,7217.59,0.156,2,1,1,0
62,Male,High School,Married,Employed,0.9,57921.82,838,5453.04,0.094,3,2,1,1
46,Male,Bachelors,Single,Unemployed,0.0,84574.21,627,3928.67,0.046,0,1,1,0
55,Female,Bachelors,Single,Employed,5.7,37196.35,684,0.0,0.0,4,0,1,1
45,Male,High School,Single,Employed,11.5,64602.12,769,17555.76,0.272,3,0,0,0
44,Female,High School,Married,Retired,3.3,47124.79,548,11304.28,0.24,0,2,1,0
33,Male,Masters,Single,Unemployed,0.0,94510.39,638,17698.71,0.187,4,1,0,0
27,Female,High School,Single,Unemployed,0.0,44514.8,505,13728.18,0.308,5,1,0,0
56,Male,Bachelors,Divorced,Employed,18.6,65213.58,667,8093.61,0.124,1,0,0,0
65,Female,Bachelors,Single,Self-Employed,1.6,73452.23,696,0.0,0.0,1,2,1,1
40,Female,Bachelors,Single,Employed,6.7,59638.88,712,2545.3,0.043,1,1,1,1
21,Female,Bachelors,Married,Employed,0.0,89385.16,811,5908.04,0.066,1,0,1,1
28,Male,High School,Single,Retired,5.9,8000.0,634,2216.66,0.277,2,0,0,0
66,Male,High School,Married,Employed,4.5,40242.58,541,0.0,0.0,3,1,1,0
36,Male,High School,Divorced,Self-Employed,12.3,58923.11,575,2654.56,0.045,1,0,0,0
34,Female,Bachelors,Divorced,Employed,0.1,88418.62,600,6835.58,0.077,1,1,1,1
32,Male,Bachelors,Single,Employed,0.0,64724.33,676,17539.52,0.271,0,0,0,0
43,Female,High School,Single,Self-Employed,13.6,34353.25,850,3961.28,0.115,1,1,0,1
35,Male,High School,Married,Employed,2.8,45782.54,641,11932.18,0.261,3,1,1,0
48,Male,Bachelors,Single,Self-Employed,7.0,57660.77,777,2139.41,0.037,2,1,1,1
54,Male,Bachelors,Single,Employed,7.5,58580.5,644,6653.56,0.114,4,0,0,0
22,Female,PhD,Married,Retired,2.1,66296.42,553,7793.74,0.118,2,0,0,0
52,Female,Bachelors,Single,Employed,2.1,56305.14,579,17600.89,0.313,5,2,1,0
43,Female,Bachelors,Divorced,Employed,11.6,30681.22,574,0.0,0.0,2,0,0,0
42,Male,Bachelors,Single,Employed,9.4,71003.07,649,3131.68,0.044,4,2,0,0
45,Female,Masters,Single,Retired,5.9,73494.67,698,9481.48,0.129,3,1,0,0
42,Female,Masters,Married,Self-Employed,5.3,109967.9,620,10508.13,0.096,1,2,1,0
42,Male,Bachelors,Single,Self-Employed,7.6,82208.02,737,937.51,0.011,3,1,1,1
69,Female,High School,Married,Employed,7.9,66187.2,752,7768.87,0.117,1,1,1,1
62,Female,High School,Single,Employed,12.3,55920.24,629,8077.12,0.144,1,0,1,1
26,Female,Bachelors,Married,Employed,5.9,29748.96,722,16829.48,0.566,2,0,1,0
35,Female,Bachelors,Married,Employed,8.2,70602.82,485,9250.69,0.131,3,2,1,0
63,Male,Bachelors,Married,Employed,9.6,67247.53,446,7149.19,0.106,0,0,1,1
57,Male,High School,Single,Retired,9.7,50597.47,725,3777.66,0.075,1,0,1,1
53,Female,Bachelors,Married,Self-Employed,13.2,76349.57,625,11645.75,0.153,2,0,1,0
28,Male,Masters,Married,Employed,5.9,77402.55,850,6471.0,0.084,2,4,1,1
64,Female,High School,Single,Employed,3.2,89163.04,661,4600.34,0.052,2,2,0,1
64,Female,Bachelors,Divorced,Self-Employed,4.2,81969.13,575,2119.32,0.026,3,3,1,0
25,Female,Bachelors,Divorced,Employed,9.2,71797.29,812,6218.74,0.087,4,0,1,1
59,Female,Masters,Single,Employed,5.5,89106.28,728,12191.01,0.137,2,1,1,1
24,Male,Masters,Married,Employed,17.4,81223.64,805,4921.59,0.061,1,3,1,1
26,Male,Bachelors,Single,Employed,6.1,65330.09,604,8206.65,0.126,5,2,1,0
65,Male,Bachelors,Single,Self-Employed,1.2,21595.62,668,4658.42,0.216,3,2,1,0
52,Male,Masters,Single,Employed,7.6,61698.32,577,9022.46,0.146,4,0,1,0
50,Male,Bachelors,Married,Employed,13.7,54181.46,494,8499.65,0.157,2,1,1,0
67,Male,Bachelors,Single,Employed,1.9,74012.69,728,3276.89,0.044,1,0,0,0
55,Female,Masters,Married,Self-Employed,1.8,46966.33,607,12991.08,0.277,2,3,1,0
60,Female,High School,Married,Employed,5.1,39576.65,555,0.0,0.0,1,1,1,1
36,Male,Bachelors,Married,Employed,2.8,52013.64,526,14811.39,0.285,2,0,1,0
33,Male,Masters,Married,Retired,0.0,62335.1,672,9974.97,0.16,1,1,0,0
62,Female,Bachelors,Married,Retired,0.0,54062.46,657,11527.28,0.213,3,0,0,0
50,Male,Bachelors,Married,Retired,7.2,32083.75,597,0.0,0.0,1,3,1,0
39,Male,High School,Divorced,Unemployed,0.0,18521.29,573,7693.87,0.415,2,0,1,0
37,Male,Bachelors,Single,Employed,2.5,51394.08,719,17202.33,0.335,4,1,1,0
39,Female,High School,Married,Employed,5.6,42197.44,422,7128.06,0.169,5,0,1,0
48,Male,High School,Married,Employed,6.9,48977.09,706,8781.89,0.179,2,0,1,0
46,Female,Bachelors,Married,Employed,0.5,91302.51,712,1135.06,0.012,1,2,0,0
57,Male,High School,Single,Retired,10.3,9750.12,519,0.0,0.0,1,1,1,0
46,Male,Bachelors,Single,Self-Employed,7.1,100016.82,500,9382.31,0.094,1,3,0,0
43,Male,Bachelors,Single,Self-Employed,8.6,40323.64,698,3931.51,0.097,0,0,0,1
29,Male,PhD,Divorced,Employed,9.4,114092.84,576,4677.35,0.041,2,1,1,1
32,Female,Bachelors,Married,Retired,18.1,35484.08,784,8379.14,0.236,0,1,1,1
21,Female,High School,Single,Unemployed,0.0,11780.84,821,12118.2,1.029,0,0,0,0
21,Female,High School,Married,Employed,1.5,76337.6,701,11154.3,0.146,4,2,1,1
67,Female,Bachelors,Divorced,Unemployed,0.0,46635.05,639,8597.94,0.184,0,1,0,0
54,Female,Bachelors,Divorced,Employed,9.3,65869.74,638,13322.76,0.202,3,1,0,0
52,Female,Bachelors,Single,Employed,6.3,59458.48,501,14263.49,0.24,1,1,0,0
68,Female,Bachelors,Married,Self-Employed,3.6,53370.75,625,7210.36,0.135,2,0,0,1
45,Male,High School,Divorced,Self-Employed,4.8,46463.08,606,18009.86,0.388,2,1,0,0
60,Male,Bachelors,Married,Employed,4.9,8000.0,571,1476.52,0.185,0,1,0,0
65,Male,Bachelors,Divorced,Employed,0.0,27926.18,674,0.0,0.0,3,3,0,0
21,Female,High School,Divorced,Retired,10.9,37846.36,655,16300.38,0.431,4,1,1,0
36,Male,High School,Married,Self-Employed,0.0,73655.55,732,3799.59,0.052,2,1,0,0
59,Male,High School,Married,Self-Employed,1.8,77271.13,623,0.0,0.0,0,2,1,0
25,Female,High School,Single,Employed,3.8,30860.03,694,6044.62,0.196,2,1,1,1
42,Female,Bachelors,Divorced,Employed,16.7,68856.43,660,15372.0,0.223,3,1,1,1
49,Female,High School,Married,Employed,5.5,8000.0,682,6155.17,0.769,3,1,1,0
23,Male,High School,Married,Employed,7.6,42972.21,639,0.0,0.0,0,1,0,1
32,Female,High School,Married,Employed,1.6,66473.84,818,6262.36,0.094,1,0,0,0
46,Male,PhD,Divorced,Employed,10.3,94650.05,452,6885.87,0.073,1,1,1,1
36,Male,Masters,Married,Employed,20.8,73365.04,717,5983.53,0.082,1,1,1,1
57,Male,High School,Single,Employed,8.5,49734.22,726,3685.33,0.074,6,1,1,1
42,Male,Bachelors,Married,Unemployed,0.0,70656.95,546,3969.83,0.056,1,0,1,0
49,Male,High School,Married,Employed,0.0,45105.97,811,12366.4,0.274,3,1,1,0
34,Female,Bachelors,Married,Employed,9.5,66452.88,660,4520.73,0.068,2,3,1,1
48,Male,High School,Divorced,Employed,1.1,80387.89,653,8968.48,0.112,2,1,1,1
25,Female,Bachelors,Divorced,Employed,2.2,60433.56,688,8947.07,0.148,2,2,0,0
67,Male,Bachelors,Married,Employed,10.7,32269.54,721,4302.37,0.133,2,0,1,1
69,Male,Masters,Married,Retired,3.6,87368.16,680,3485.64,0.04,1,2,1,1
50,Male,High School,Single,Self-Employed,5.5,70311.9,669,8419.71,0.12,3,1,1,1
66,Male,Masters,Married,Employed,9.7,35666.69,718,0.0,0.0,1,0,0,0
25,Female,Masters,Single,Employed,2.5,77396.3,750,19963.2,0.258,4,1,1,1
32,Male,High School,Married,Employed,0.0,49556.75,680,4563.75,0.092,3,0,1,0
36,Male,Bachelors,Married,Self-Employed,8.3,92373.02,531,5656.23,0.061,2,1,0,0
46,Male,High School,Married,Employed,9.8,49712.37,558,12419.46,0.25,1,0,0,0
46,Male,High School,Single,Employed,3.1,53318.36,749,6981.18,0.131,2,2,1,1
68,Female,High School,Divorced,Unemployed,0.0,33939.72,616,5494.6,0.162,3,3,0,0
41,Male,Bachelors,Married,Self-Employed,0.5,55678.19,598,0.0,0.0,4,0,0,0
59,Female,Bachelors,Single,Unemployed,0.0,70944.61,700,8611.44,0.121,3,3,1,0
56,Female,Masters,Married,Unemployed,0.0,44154.64,675,4718.98,0.107,5,1,0,0
53,Female,High School,Married,Retired,10.7,20291.04,615,20488.02,1.01,2,0,0,0
50,Female,PhD,Single,Employed,5.5,94881.27,739,6768.13,0.071,2,2,0,1
57,Female,High School,Married,Employed,9.6,23238.94,522,0.0,0.0,3,0,1,0
43,Female,Masters,Single,Self-Employed,1.8,115308.18,526,13701.03,0.119,3,0,0,1
30,Female,Bachelors,Married,Self-Employed,7.8,64982.89,792,1999.84,0.031,2,3,1,1
25,Male,High School,Divorced,Retired,0.6,46492.15,547,8637.57,0.186,3,1,0,0
56,Male,Masters,Single,Employed,5.4,60850.26,522,16429.28,0.27,4,0,0,0
54,Male,Bachelors,Divorced,Employed,11.4,79234.69,635,6147.18,0.078,1,1,0,0
51,Female,Bachelors,Divorced,Employed,10.1,80931.89,662,6771.68,0.084,3,0,1,0
30,Female,Bachelors,Single,Employed,8.8,83817.38,623,13607.94,0.162,3,1,0,0
39,Male,Bachelors,Single,Employed,8.1,103100.0,655,16553.44,0.161,1,1,1,1
52,Female,Bachelors,Married,Self-Employed,2.3,53835.26,523,7176.06,0.133,4,1,1,0
21,Male,Bachelors,Single,Employed,6.7,61267.04,719,20135.65,0.329,1,1,1,0
25,Male,High School,Single,Self-Employed,9.9,33095.02,503,0.0,0.0,1,1,1,0
65,Female,Bachelors,Single,Self-Employed,4.8,63075.44,658,2584.09,0.041,3,0,0,0
24,Male,Masters,Single,Employed,5.0,93282.34,692,5134.66,0.055,1,1,1,1
36,Male,High School,Single,Employed,3.6,62204.72,714,14339.01,0.231,0,2,1,0
44,Female,High School,Married,Self-Employed,4.6,82815.05,686,9382.79,0.113,1,0,1,1
36,Female,Bachelors,Married,Self-Employed,2.1,74803.94,564,3949.8,0.053,2,0,1,1
22,Male,Bachelors,Married,Unemployed,0.0,45011.24,610,1244.29,0.028,4,0,1,0
69,Female,Bachelors,Married,Unemployed,0.0,23165.01,573,0.0,0.0,0,1,0,0
48,Male,High School,Divorced,Retired,0.0,47326.41,507,11097.17,0.234,1,2,1,0
52,Male,Bachelors,Divorced,Employed,19.0,61870.07,695,5663.57,0.092,3,1,0,0
47,Male,High School,Married,Retired,0.8,47780.84,580,14086.2,0.295,3,0,0,0
40,Female,Bachelors,Single,Unemployed,0.0,36504.57,656,0.0,0.0,0,0,1,0
44,Male,Masters,Single,Unemployed,0.0,84014.16,657,10563.11,0.126,0,3,0,0
32,Female,High School,Divorced,Employed,3.3,57726.34,551,7745.31,0.134,1,0,0,0
55,Female,Bachelors,Divorced,Retired,5.6,64845.04,549,4318.69,0.067,7,0,0,0
53,Female,PhD,Married,Employed,1.9,102716.25,646,4754.1,0.046,3,0,1,1
53,Male,Bachelors,Married,Self-Employed,9.6,46493.27,530,8617.62,0.185,3,0,1,0
63,Female,Masters,Married,Employed,5.9,72692.45,750,7810.9,0.107,4,0,1,1
57,Male,Bachelors,Single,Employed,9.6,39391.68,765,2650.16,0.067,4,0,0,0
32,Male,Masters,Single,Employed,13.3,83692.92,737,11093.64,0.133,3,0,1,1
23,Male,High School,Single,Employed,4.6,20747.32,666,15230.38,0.734,0,0,1,0
21,Male,High School,Married,Employed,9.9,55877.52,658,6536.58,0.117,3,3,0,0
53,Female,High School,Married,Unemployed,0.0,8000.0,534,11490.03,1.436,1,1,1,0
60,Male,Bachelors,Single,Employed,5.4,81198.66,740,7043.59,0.087,3,0,1,1
30,Male,Masters,Single,Employed,9.5,57926.61,777,22461.52,0.388,1,1,1,0
63,Female,Bachelors,Divorced,Employed,3.7,45921.68,617,8083.3,0.176,3,3,1,0
64,Male,Bachelors,Married,Employed,12.0,92437.45,667,12208.57,0.132,0,2,1,1
49,Female,Bachelors,Divorced,Employed,3.5,71395.67,587,15003.59,0.21,1,1,1,0
33,Male,Bachelors,Married,Employed,9.5,81926.7,636,4154.91,0.051,0,0,0,0
32,Female,Bachelors,Single,Employed,11.0,44893.3,534,12235.97,0.273,7,1,1,0
51,Female,Bachelors,Single,Self-Employed,0.1,84237.92,641,13174.22,0.156,1,1,0,0
66,Male,Bachelors,Married,Employed,2.7,62250.72,695,10579.19,0.17,3,0,1,1
22,Male,High School,Married,Employed,2.5,52352.48,680,12579.23,0.24,3,1,0,0
55,Male,PhD,Single,Employed,11.4,124805.94,709,4111.26,0.033,5,1,0,1
43,Female,High School,Single,Retired,0.1,8000.0,409,20883.76,2.61,0,1,1,0
37,Male,High School,Single,Employed,7.6,68260.72,663,0.0,0.0,2,3,1,1
46,Male,Masters,Married,Employed,9.6,87708.2,724,2952.75,0.034,1,0,1,1
28,Male,Bachelors,Single,Employed,6.8,60738.19,654,0.0,0.0,2,1,1,1
49,Male,Bachelors,Married,Employed,12.4,43117.29,748,18337.4,0.425,3,0,0,0
46,Male,Bachelors,Divorced,Employed,0.0,60513.63,646,7214.23,0.119,2,2,0,0
30,Female,Bachelors,Single,Employed,9.0,48632.95,685,2331.99,0.048,3,0,1,1
46,Male,High School,Single,Employed,5.1,73737.08,571,4366.44,0.059,1,0,0,0
54,Male,Bachelors,Single,Employed,0.0,66835.17,711,0.0,0.0,2,1,1,1
61,Female,Bachelors,Single,Employed,0.6,51460.59,721,11764.47,0.229,3,1,1,1
27,Female,Bachelors,Single,Self-Employed,13.8,36247.95,578,12368.12,0.341,3,3,0,0
24,Male,Bachelors,Single,Retired,9.2,35739.07,514,9821.27,0.275,0,3,1,0
65,Male,Masters,Married,Employed,10.0,104724.7,636,3704.38,0.035,2,0,1,1
31,Male,High School,Single,Self-Employed,10.8,52228.65,561,17156.63,0.328,1,1,0,0
49,Female,Bachelors,Single,Retired,0.0,41396.18,699,12691.18,0.307,3,1,0,0
56,Male,Bachelors,Divorced,Unemployed,0.0,78973.76,620,0.0,0.0,1,0,1,0
45,Female,Masters,Married,Employed,11.5,71709.08,725,6837.17,0.095,1,0,0,0
41,Female,High School,Divorced,Self-Employed,4.0,33833.61,501,1058.99,0.031,2,2,1,0
56,Male,Bachelors,Single,Employed,12.8,73081.79,586,16831.44,0.23,1,2,1,1
30,Male,Masters,Single,Employed,2.9,88391.31,600,5309.56,0.06,2,1,0,0
57,Male,High School,Married,Employed,6.6,38264.22,668,0.0,0.0,2,1,1,1
29,Male,Masters,Married,Employed,8.0,64046.69,470,7122.93,0.111,2,0,0,0
44,Male,High School,Divorced,Employed,9.8,78941.41,639,17538.88,0.222,2,1,1,0
55,Female,Bachelors,Married,Employed,4.6,56340.28,620,13186.86,0.234,2,0,1,1
69,Female,Masters,Married,Self-Employed,11.1,50962.53,683,4872.02,0.096,2,1,1,1
55,Female,Bachelors,Married,Employed,8.1,68857.39,663,6955.89,0.101,0,0,1,1
68,Female,Bachelors,Married,Employed,0.0,82891.83,580,13969.73,0.169,0,0,0,0
56,Male,High School,Married,Employed,15.2,46187.83,444,16367.92,0.354,1,0,1,0
38,Male,Masters,Single,Employed,1.2,90742.54,601,0.0,0.0,4,0,1,0
69,Male,Bachelors,Married,Employed,15.6,44053.28,533,8921.59,0.203,2,0,1,1
59,Female,High School,Married,Retired,5.2,42565.19,537,5870.79,0.138,1,0,0,0
52,Female,Bachelors,Divorced,Employed,4.3,45895.69,581,5074.56,0.111,1,1,1,0
44,Female,Bachelors,Divorced,Employed,8.0,71103.46,734,16052.16,0.226,1,0,0,0
43,Male,High School,Single,Unemployed,0.0,45353.39,533,0.0,0.0,1,1,0,0
52,Male,High School,Divorced,Employed,0.0,51974.08,484,12830.12,0.247,1,0,1,0
57,Female,High School,Divorced,Unemployed,0.0,8000.0,576,0.0,0.0,1,2,1,0
32,Male,Bachelors,Single,Employed,7.9,41158.43,620,3649.21,0.089,2,1,0,0
69,Female,Bachelors,Married,Employed,13.7,96862.42,642,8202.51,0.085,2,0,0,1
33,Female,Bachelors,Married,Employed,0.0,49637.17,590,132.79,0.003,2,0,0,1
43,Female,Masters,Married,Employed,8.9,95302.48,650,21222.75,0.223,2,3,1,0
45,Male,Masters,Married,Employed,5.5,82367.52,685,3696.38,0.045,3,1,0,1
55,Male,Bachelors,Single,Unemployed,0.0,24919.18,558,3213.88,0.129,1,1,1,0
61,Male,High School,Married,Self-Employed,10.9,39344.85,734,3838.57,0.098,0,0,0,1
50,Male,Bachelors,Single,Self-Employed,3.4,98996.66,658,11501.9,0.116,0,0,1,0
37,Male,Bachelors,Married,Self-Employed,6.8,134792.95,780,13444.35,0.1,1,0,0,1
69,Female,Bachelors,Single,Employed,11.4,58653.75,678,5370.7,0.092,4,1,1,0
40,Female,Bachelors,Married,Self-Employed,11.1,57272.44,540,9899.9,0.173,2,2,1,0
68,Male,Bachelors,Married,Employed,0.0,32234.08,465,10366.92,0.322,1,1,1,0
45,Male,Masters,Divorced,Self-Employed,2.9,47001.69,744,0.0,0.0,0,0,1,1
42,Male,High School,Divorced,Employed,5.3,32854.96,559,7285.42,0.222,2,1,0,0
33,Male,Bachelors,Single,Self-Employed,10.1,56099.93,644,4216.67,0.075,5,2,1,1
